0	1	2	3
308920	2305362	1483343521	1
310140	982678	1483336577	1
312240	43632	1483337855	1
315150	263008	1483343453	1
315560	1550372	1483335098	1
315560	1550372	1483335108	2
316180	1182650	1483338245	1
320150	2333070	1483342356	1
320150	427174	1483340038	1
320150	582101	1483334226	1
320420	1753568	1483339149	4
320700	1969727	1483343250	1
320700	135379	1483343509	1
320700	2124014	1483312557	1
322990	1927330	1483317071	1
325100	756888	1483312968	1
331290	1293801	1483336283	1
331290	1293801	1483336278	2
331970	65023	1483342632	1
333940	1167736	1483334707	1
337170	577063	1483341674	1
337170	577063	1483341667	2
343280	608543	1483335439	1
343680	153934	1483335817	1
346530	2303286	1483333059	1
347340	147062	1483341504	1
347340	1036469	1483331306	1
347340	2129580	1483340398	1
347340	360840	1483338417	1
347900	1806550	1483332444	1
350890	2190974	1483342005	1
350890	2190974	1483342031	1
354360	1257648	1483332442	4
361280	1997119	1483334582	1
361280	1660293	1483342534	1
361980	1377063	1483341611	1
362000	489388	1483342377	1
367110	349605	1483323042	1
367110	349605	1483323071	3
373720	2179840	1483343920	1
373720	2179840	1483343324	1
378580	33090	1483337741	1
383480	1760879	1483334686	1
387120	1576890	1483339156	2
387120	1576890	1483339084	1
387120	1576890	1483339150	1
387250	198444	1483339874	1
387380	1821167	1483342616	1
387550	32613	1483321754	1
388920	1659831	1483333215	1
389240	441223	1483340189	4
389240	2134269	1483338066	1
391050	39409	1483319013	1
393310	2304655	1483334345	1
393860	58143	1483338442	1
397330	661929	1483343843	1
398640	1962188	1483343057	1
400570	2115048	1483340110	1
403240	1867833	1483343231	1
403240	1867833	1483343580	1
404030	1426311	1483343948	4
405500	1460372	1483340731	1
410200	429190	1483342844	1
411190	1077139	1483343071	1
411190	877723	1483337588	1
414710	167408	1483339355	1
421160	2100621	1483313903	1
430870	1052358	1483338318	1
432110	1663431	1483335183	1
433670	346624	1483342498	1
433750	129425	1483331323	4
433910	2153286	1483342127	1
433910	1187175	1483339999	2
433910	1187175	1483343600	4
436930	310985	1483341320	1
436930	249483	1483337256	1
436930	1144303	1483341130	4
439710	184732	1483334437	1
439710	184732	1483334448	3
439710	184732	1483334569	1
442190	26780	1483342134	1
443070	1061058	1483339621	1
443070	1736863	1483335426	1
444070	1235895	1483335839	1
444070	1673067	1483343959	1
444710	220310	1483314753	1
445160	2155629	1483316206	1
445160	2282009	1483337243	1
445160	376314	1483311895	1
447130	1886682	1483339142	1
449610	131	1483341874	1
449970	1969473	1483314067	1
461780	1821167	1483342552	1
461840	1840139	1483340590	1
462650	759848	1483337164	1
462780	1964073	1483341088	4
464990	1344680	1483342919	1
468340	1408121	1483339396	1
468340	2091125	1483341361	1
468340	2091125	1483341430	1
468340	2091125	1483341542	1
469430	2090856	1483342064	1
469960	789896	1483333094	1
474240	666399	1483340926	1
474670	2134634	1482762658	5
474670	2134634	1482762658	5
474670	2134634	1482762658	5
474670	2134634	1482762658	5
474670	2134634	1482762658	5
474670	2134634	1482762658	5
474670	2134634	1482762658	5
474670	2134634	1482762658	5
474670	2134634	1482762658	5
474670	2134634	1482762658	5
474670	2134634	1482762658	5
474670	2134634	1482762658	5
474670	2134634	1482762658	5
474670	2134634	1482762658	5
474670	2134634	1482762658	5
474670	2134634	1482762658	5
474670	2134634	1482762658	5
474670	2134634	1482762658	5
478100	1886499	1483340916	1
478100	223829	1483341768	4
481770	1635671	1483318854	1
483840	986897	1483338182	1
487120	2001656	1483343405	1
490440	1406695	1483340494	1
492700	574137	1483343103	2
494260	1384042	1483315470	4
495520	101335	1483316809	1
496520	26780	1483342169	1
496610	1882194	1483338057	1
497520	696295	1483339926	1
499700	2155637	1483342529	4
502090	1001738	1483343949	4
502980	1938113	1483342710	1
503540	1770184	1483334533	1
504740	23966	1483337834	1
511430	209086	1483311858	1
511430	209086	1483311900	1
511430	209086	1483311920	1
513750	583875	1483342117	4
514270	178319	1483339759	1
517120	1118623	1483333348	1
522780	1665369	1483343335	1
522780	1665369	1483343356	3
523970	794005	1483339739	1
525270	1811780	1483343829	1
530200	2271126	1483330301	1
531900	1654013	1483334954	1
532940	1635195	1483341023	1
537340	1050281	1483334996	4
538360	1945044	1483343659	1
539360	335315	1483314260	1
543830	40425	1483343049	1
546500	1657585	1483339360	1
547020	1897517	1483342146	1
548030	1686802	1483341679	1
548990	888373	1483312799	1
549590	1520157	1483318566	1
551750	939157	1483312525	1
559140	101739	1483330289	1
560460	1836956	1483342549	1
560810	1601723	1483342251	1
560810	1601723	1483342983	1
560810	1601723	1483340485	1
560810	1601723	1483342926	1
560810	1601723	1483342933	1
560810	1601723	1483343008	1
571400	951849	1483340980	1
575370	1760879	1483336248	1
577500	1498795	1483343312	1
579910	1433293	1483343758	1
583470	1928674	1483316721	1
583740	1158288	1483340814	1
584730	779223	1483342513	1
588850	1124156	1483314545	1
589440	1292223	1483337346	1
589560	59655	1483343109	1
589560	1324293	1483337964	1
589560	2129198	1483316206	4
590940	2232292	1483312366	1
595500	510366	1483329363	1
595520	40425	1483343613	3
595520	40425	1483343843	2
595520	40425	1483343574	1
598890	1700448	1483336178	1
602890	897302	1483342146	1
607300	951299	1483330105	1
607630	1476775	1483335170	2
607630	1476775	1483335138	1
607630	1476775	1483335183	1
612680	237678	1483341032	1
617540	1750609	1483338270	1
617830	2232691	1483340003	1
619090	1671959	1483342639	1
619660	13751	1483319154	1
620290	2254590	1483343455	1
621730	1737599	1483343732	1
623980	593671	1483342174	1
624090	928572	1483343979	4
634330	943147	1483338521	1
634670	150228	1483341132	1
635830	1988161	1483326188	1
635830	1988161	1483329853	4
635880	2240825	1483333056	1
639090	1843722	1483312135	4
639200	480135	1483341646	1
639330	1633023	1483341411	1
642800	2172974	1483343544	1
643830	1118623	1483330383	1
644070	193611	1483341280	1
644460	789896	1483333102	1
646110	2338293	1483342752	1
647050	270280	1483331105	1
656410	900539	1483331298	1
656410	900539	1483331263	1
656410	900539	1483331331	1
657470	967913	1483311993	1
658890	984770	1483322536	1
660100	1551574	1483342991	1
660140	1001738	1483343943	4
660960	1553615	1483334178	1
666740	2238532	1483327816	1
666740	1603463	1483343649	1
668420	869688	1483343396	1
670900	1415340	1483338684	1
673550	2155834	1483341678	1
675380	129842	1483337073	1
679730	1569588	1483338528	1
682140	351336	1483316070	4
684710	2103682	1483343008	1
684760	855285	1483338678	1
684760	2089934	1483319344	4
686840	622009	1483311694	4
686840	193559	1483341032	1
686840	794005	1483339508	1
686840	794005	1483339491	1
686840	1309806	1483338504	1
686840	1840341	1483340843	1
686840	1233727	1483341154	4
686840	2037383	1483338651	4
686840	1953700	1483317767	1
686840	1027394	1483338464	1
686840	1027394	1483338472	1
687500	707555	1483341670	1
687500	707555	1483341641	1
692720	2244915	1483343643	1
694370	1753568	1483335512	1
694370	1753568	1483339170	4
698830	2084811	1483328084	1
699830	984650	1483330632	1
699960	954388	1483340643	4
699960	1557182	1483343952	4
700970	1290994	1483340978	1
701760	1571600	1483311720	4
705650	2227166	1483337793	1
705650	136190	1483334809	1
705700	2200429	1483335829	1
707850	1402819	1483336952	1
707950	1033350	1483338475	1
707950	1033350	1483338529	2
715250	1684064	1483342081	1
721400	1667526	1483313059	1
725370	1887193	1483332736	1
725370	1887193	1483332779	1
729130	156485	1483343054	1
729130	1565346	1483343886	1
730740	2004737	1483342916	1
730740	1011472	1483336388	1
730740	1406419	1483342923	1
733640	834499	1483342501	4
746590	975761	1483343942	1
746590	428561	1483343158	4
746790	916119	1483340379	1
748760	1381145	1483337014	1
748760	439333	1483339482	1
748760	570133	1483335785	1
748760	1178826	1483343811	4
748760	1001738	1483343952	4
748760	236680	1483340373	4
750240	1100611	1483337131	1
750240	1465438	1483339815	1
751680	1387268	1483339240	1
751990	310985	1483341643	1
755520	1147457	1483343210	1
756060	1832625	1483343508	1
759890	310985	1483341920	1
760090	1577430	1483341611	1
762230	2317884	1483342459	1
762230	2193840	1483342459	1
762230	1998520	1483342459	1
762230	675460	1483343359	1
762230	968887	1483342459	1
762230	382997	1483342459	1
762230	1909949	1483343059	1
762230	1207899	1483342459	1
762230	1299486	1483343359	1
762230	487736	1483343059	1
762230	2069516	1483342459	1
762230	1400303	1483342159	1
763460	1798643	1483342829	1
763460	273579	1483325460	1
763460	2002479	1483341892	1
763460	2002479	1483342118	1
766700	1911772	1483343759	1
768990	886230	1483341947	1
769550	1938138	1483341981	1
776710	1799569	1483338229	1
777680	791152	1483342480	4
777680	791152	1483338875	1
777880	249964	1483339455	1
777880	1088998	1483333809	1
777880	1088998	1483333834	1
777880	2322565	1483331793	1
780280	1345632	1483342066	1
783100	1191739	1483312273	1
786650	1737599	1483343591	1
787820	1180372	1483343136	1
787820	859039	1483341732	1
787820	824139	1483342118	1
787820	824139	1483342119	1
787820	131	1483341395	1
787820	131	1483341435	1
790320	278062	1483336566	1
791640	1593305	1483333964	1
791640	1593305	1483333957	1
792210	2322535	1483342973	1
792450	2214730	1483341775	1
792450	263008	1483342829	1
792450	2043069	1483339843	1
798600	2124945	1483343446	1
799860	1197874	1483342827	4
800800	1941523	1483340211	2
800800	1941523	1483340200	1
802370	2117893	1483341547	1
804320	165623	1483336957	1
804320	165623	1483337140	1
805260	2070960	1483342342	4
805440	1496255	1483322719	1
805440	1496255	1483322244	1
809860	1549959	1483311786	1
809860	1549959	1483311861	1
809860	129425	1483331370	4
810670	1732042	1483343525	1
810670	1732042	1483343542	1
810670	1732042	1483343543	1
810670	1732042	1483343526	1
810670	1732042	1483343436	1
810670	1258135	1483340347	1
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	692170	1483014401	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	2301502	1483004950	5
811100	281394	1482762030	5
811100	281394	1482762030	5
811100	281394	1482762030	5
811100	281394	1482762030	5
811100	281394	1482762030	5
811100	281394	1482762030	5
811100	281394	1482762030	5
811100	281394	1482762030	5
811100	281394	1482762030	5
811100	281394	1482762030	5
811100	281394	1482762030	5
811100	281394	1482762030	5
811100	281394	1482762030	5
811100	281394	1482762030	5
811100	281394	1482762030	5
811100	281394	1482762030	5
811100	281394	1482762030	5
811890	1562792	1483334842	1
812740	2105466	1483340969	1
812740	2105466	1483341349	1
812740	2105466	1483341389	1
812740	2105466	1483340933	1
812740	1505975	1483340248	1
816660	1153323	1483340108	1
816660	1464395	1483336604	1
816660	200935	1483338538	1
816660	2298904	1483341449	1
817240	683313	1483341310	4
817930	1330934	1483342768	1
821070	1084492	1483332200	1
822510	1448795	1483315005	1
822840	2172264	1483343939	1
822840	602634	1483334528	1
822880	1542872	1483313034	1
823930	592622	1483314704	1
823930	263313	1483342019	1
826600	1964073	1483341087	4
826600	158728	1483336566	1
832340	939157	1483313466	1
834930	1383406	1483343255	1
835340	1147457	1483343204	1
839770	1332811	1483338010	1
840800	591906	1483322972	1
841660	1940651	1483338850	1
844780	1391312	1483343397	1
844780	781096	1483332415	1
844780	781096	1483332376	1
845150	2273671	1483331545	1
846040	1351126	1483315926	1
846350	1139955	1483341969	1
846350	1420585	1483342703	1
848800	1705756	1483337333	1
849890	1658297	1483343993	1
852470	1983026	1483337696	1
859810	1137500	1483315174	1
860580	597088	1483339997	1
861380	461503	1483342843	1
861380	1761378	1483343025	1
862850	1019096	1483325748	1
863480	2035905	1483331194	1
864540	1272653	1483335366	1
864950	381342	1483315758	1
868740	606588	1483322727	1
868740	606588	1483322760	1
868740	1127770	1483341517	1
875980	1886173	1483322969	1
876840	752504	1483327021	2
876840	752504	1483326984	1
877540	1726132	1483341393	1
880800	67699	1483343327	1
887420	2187667	1483343171	1
888790	2230827	1483343586	1
897660	1988161	1483329791	4
898160	1879709	1483316702	4
908780	1731662	1483339819	1
908780	1731662	1483339848	2
908780	1731662	1483339969	1
914270	1479478	1483341577	1
914270	726901	1483335891	1
914430	2142557	1483343770	1
916790	2129198	1483312687	1
917160	752504	1483326874	1
917160	752504	1483326890	2
917160	752504	1483326823	1
918480	53673	1483341226	1
921750	4003	1483341810	1
923620	1365340	1483339840	1
924740	1675828	1483338536	1
925600	2235765	1483341008	1
925600	1707083	1483340152	1
925600	1023562	1483339453	1
925600	1189171	1483333641	1
925680	1817336	1483338583	1
925680	2346818	1483341222	1
926700	1548525	1483326914	1
927880	1052358	1483339705	1
927880	1052358	1483339725	1
928690	2004636	1483343890	1
930920	108176	1483338831	4
931310	784333	1483339522	1
931310	784333	1483339580	1
931310	784333	1483339577	1
931310	784333	1483339464	1
935730	793649	1483339158	1
941090	1328336	1483338542	1
941400	1018376	1483340517	1
942360	236680	1483340319	4
946810	1285446	1483343938	1
948330	2249007	1483336761	1
948680	1046244	1483342094	1
948680	1860104	1483315793	4
948680	1626922	1483329906	1
948680	1944718	1483343141	4
948680	858788	1483343774	1
948680	1029723	1483343642	4
948680	2117577	1483341806	1
949450	58623	1483327957	4
949450	1323483	1483343825	4
949450	1830167	1483337477	1
949450	1623629	1483339383	1
949450	224786	1483338360	1
949450	1039808	1483334090	1
949450	1039808	1483334106	1
949450	1661118	1483340084	1
949450	1661118	1483340066	1
949450	977681	1483336557	1
949450	532141	1483311818	1
949450	938021	1483343662	1
949450	2246041	1483342330	1
949450	2246041	1483342415	1
949450	1464695	1483319222	1
949450	414725	1483335737	1
949450	323302	1483311971	4
949450	806830	1483343538	1
949450	2001530	1483339538	1
949450	982814	1483339241	1
951390	1013201	1483335036	1
951390	1013201	1483335157	3
951390	1013201	1483335057	1
953760	2162845	1483340945	1
953760	2162845	1483340777	1
953760	2162845	1483340916	1
953760	2162845	1483340957	3
954350	236680	1483340315	4
954350	1381145	1483337396	1
954950	1327105	1483338430	1
954950	1770363	1483341268	1
954950	2063644	1483342675	1
954950	1641370	1483340059	1
957780	2199264	1483338677	1
958130	1879621	1483312354	1
964050	1737599	1483343426	1
964650	1831536	1483343875	1
972630	1476775	1483338895	1
978710	392012	1483338206	1
982690	1966259	1483313408	1
987910	1964773	1483342143	1
988020	2021132	1483343718	1
989340	325648	1483340808	1
989610	1324849	1483340176	1
989610	494229	1483342006	1
990140	1947709	1483343754	1
990140	1947709	1483343853	2
998650	571714	1483337745	1
1000320	2010446	1483341722	1
1001190	249057	1483343353	1
1001190	249057	1483343298	1
1002410	2244915	1483343880	1
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	692170	1483014401	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1002900	2301502	1483004950	5
1006080	1775284	1483335596	1
1006080	868722	1483333045	1
1006770	2095617	1483327667	1
1019920	49531	1483337968	1
1019920	1130212	1483342636	1
1019940	756888	1483313084	1
1020680	865710	1483342052	4
1020820	1026969	1483342336	1
1020820	1319693	1483343458	1
1021580	1577504	1483341674	1
1021660	723645	1483342916	1
1023780	1969727	1483343719	1
1028670	149977	1483343539	1
1028870	2230827	1483343509	1
1036330	2135788	1483326881	1
1041110	2069210	1483343398	1
1042470	1701193	1483339774	1
1042970	296592	1483317076	1
1043690	2275833	1483340511	1
1048020	2135437	1483343912	4
1048190	805366	1483337865	1
1049670	374320	1483341735	1
1051120	1678738	1483343136	4
1053960	2268754	1483334706	1
1056200	1629033	1483342999	1
1056960	1135617	1483343477	1
1056960	1135617	1483343590	3
1057940	480135	1483340678	1
1061160	820120	1483343048	1
1061160	820120	1483343046	1
1064610	1812705	1483341700	1
1066230	322058	1483316563	1
1069560	1311239	1483342653	1
1073730	243128	1483341010	1
1076310	1510917	1483340391	1
1076340	820120	1483343012	1
1076650	1332811	1483337032	1
1083100	30116	1482840500	5
1083100	30116	1482840500	5
1083100	30116	1482840500	5
1083100	30116	1482840500	5
1083100	30116	1482840500	5
1083100	30116	1482840500	5
1083100	30116	1482840500	5
1083100	30116	1482840500	5
1084370	1915844	1483342717	1
1084370	403538	1483341516	1
1085390	2244915	1483343931	1
1087230	265446	1483343719	1
1087230	265446	1483343775	2
1089350	481222	1483336541	1
1089350	865710	1483342061	4
1090890	1833946	1483336092	1
1092290	2113867	1483343678	1
1092540	800376	1483338695	1
1092680	1701193	1483339798	1
1095150	785598	1483340303	1
1095150	905552	1483343283	1
1099510	1158288	1483340805	1
1107150	46660	1483343008	1
1107150	1398811	1483343988	1
1107150	1929471	1483342739	1
1107150	126062	1483333145	1
1107150	1295327	1483321514	1
1107150	72717	1483338684	1
1107150	433974	1483343154	1
1107370	1332811	1483341142	1
