0	1	2	3
24450	834038	1485889687	1
25790	151462	1485873511	1
26340	1857959	1486396352	1
27380	2182526	1485895184	1
27380	1537574	1486386040	1
27470	231857	1485850266	1
27470	1157704	1485851573	1
27470	1068800	1485934688	1
28670	1163289	1485807995	1
28930	549210	1486024350	1
29520	175416	1485805615	1
29790	590618	1485893936	1
30270	743677	1485792199	1
30270	743677	1485792136	1
31040	1594363	1486421624	1
32600	1739688	1485967243	1
33450	1274357	1485785221	1
33450	1274357	1485785754	1
33450	1274357	1485785745	1
33450	1274357	1485785260	1
33590	1649437	1486415732	2
33760	128400	1486196115	1
33760	128400	1486196079	1
34110	186704	1485872120	1
34490	1106396	1485845121	1
34530	1829739	1485780995	1
35920	1605691	1485847546	1
35920	2155109	1485933289	1
36290	532002	1485774142	3
36290	532002	1485774101	1
36290	532002	1485772700	1
37130	1885122	1485850320	1
37190	960449	1485864553	1
37370	634005	1486026834	1
37370	1843188	1486171116	1
38060	1757886	1485976459	1
38800	1047751	1485777025	1
39020	799461	1485964981	1
39020	294892	1486157866	1
39130	739129	1485777926	1
39800	49278	1485870686	1
39800	1501274	1486378889	1
40460	671479	1486368639	1
42400	452448	1486214558	1
42410	1384982	1485815537	1
42750	813315	1486047862	1
42750	813315	1486047849	1
42850	122730	1486039078	1
42880	1680711	1486193771	1
42880	701510	1485928029	1
43100	2188413	1486411374	1
43510	1894548	1485869273	3
43510	1894548	1485869262	1
43710	1876972	1485800803	1
43710	1515844	1485800477	1
43820	815860	1486207794	1
44390	2246793	1485796020	1
45050	1815356	1485773870	1
45600	324095	1486025523	1
46150	2283796	1485795644	1
46150	2206331	1486160519	1
46150	2206331	1485941822	1
46150	2206331	1485942987	1
46150	2206331	1486160539	1
46150	1582389	1485961996	1
46150	396002	1485855552	2
46150	396002	1485855490	1
46290	1639810	1485896483	1
46610	503865	1485808935	1
46610	503865	1485808790	1
47140	409363	1486034230	1
47140	409363	1486020908	1
47140	1882842	1486111634	1
47140	1882842	1486111743	3
47140	977168	1486043060	1
47140	455048	1486413596	1
47140	455048	1486157824	1
47140	455048	1486413144	1
47140	1416434	1486245174	3
47140	1416434	1486245171	1
47250	1143838	1485981306	1
48230	1598825	1486043248	1
49710	1910781	1485849750	1
50020	2025546	1486117611	1
50020	2025546	1486115486	1
50810	2302900	1486022465	1
50810	2302900	1486022383	1
51450	1022842	1486300205	1
51450	700966	1486285846	1
51530	78317	1486207917	2
51530	78317	1486207891	1
52420	544123	1486032591	1
52620	1858139	1486388054	1
52680	881530	1485894712	1
53370	954372	1486228210	1
53670	1237313	1486206932	1
53670	1237313	1486206931	1
55620	1882842	1485854697	3
55620	1882842	1485854653	1
55620	1501274	1486244314	1
55620	1501274	1486243970	1
55900	1757833	1486199325	1
56410	346302	1485843570	1
56510	2018829	1485931072	3
56510	2018829	1485930892	1
56510	1783838	1486394856	1
56860	1110432	1485791403	1
56860	1110432	1485791221	1
56860	82441	1485870734	1
56900	908420	1486295220	1
57040	2335111	1486156097	1
57040	875433	1485982727	1
57790	1339039	1486115335	1
58070	1786644	1486113316	1
60080	1918221	1486404940	1
60080	1703561	1486395797	1
60080	860630	1486402124	1
60080	860630	1486402184	1
61980	1636343	1486376805	1
63200	35544	1485937010	1
63310	1387173	1486110033	1
63310	218686	1486228808	1
63330	757776	1485777076	1
63360	842377	1486038179	1
63360	2059522	1486028184	1
63870	2347990	1485795252	1
64880	1253367	1485890339	1
64900	175376	1486338574	1
65460	2342886	1485888251	1
66210	1737203	1485934428	1
66570	650833	1486335303	1
67530	2092144	1485776634	1
67530	1734490	1485767269	1
67630	972198	1485858295	1
67630	1812760	1485768130	1
67630	1812760	1485768175	2
67630	1314014	1485929278	1
68120	224225	1485977059	1
68470	1702284	1486316140	2
68470	1702284	1486315985	1
68590	781750	1486152514	1
70050	2070393	1486202898	1
70120	2156435	1485932452	1
70120	733031	1485972987	1
70120	484673	1486377491	1
70130	1571964	1486192232	1
70130	1295574	1486217193	1
70130	1714470	1486408637	1
70140	1255697	1485888675	1
71100	354915	1485948130	1
71100	2059876	1486108637	1
71320	2127840	1486319753	1
71320	64851	1485849962	1
71320	541326	1486319939	1
71320	1565932	1485847586	1
71320	2039255	1485844111	1
71320	795585	1485843212	1
71320	708893	1485774385	1
71720	1083195	1486191019	1
72860	2246271	1485870912	1
73470	558128	1486106748	1
74580	1865919	1485864158	2
74580	1865919	1485864095	1
74950	856262	1486027612	1
76050	1995894	1486359913	1
76050	1995894	1486359915	1
76310	2186866	1485793452	1
76620	289361	1485817912	1
77060	1354318	1486351708	1
77060	1354318	1486350813	1
77060	520009	1485855726	1
77060	1056947	1486337130	1
77060	1094194	1486048239	1
77060	664264	1486026787	1
77070	1124565	1485849160	1
77430	1788217	1486409542	1
77430	1867833	1486412876	1
77430	1867833	1486412874	1
77430	1867833	1486412802	1
77430	1867833	1486412875	2
79710	1461871	1485967279	1
79810	2259481	1486403894	1
79810	719431	1486056757	1
79810	303111	1485857421	1
79810	1748678	1486399076	1
79810	1423778	1486060775	1
79810	616168	1486371412	1
79810	1398886	1485774206	1
79810	1398886	1485862075	1
79810	316702	1486004825	1
79810	1996022	1485978225	1
79810	640132	1485895520	1
79810	640132	1485895489	1
79810	640132	1485895527	1
79810	1423803	1486028268	1
79810	83753	1485851260	1
79810	339689	1486318799	1
79810	2106319	1486060900	1
79810	776489	1486108713	1
79810	339689	1486318818	1
79810	727230	1486147396	1
79810	1032880	1485876608	1
79810	1032880	1485774339	1
79920	476544	1486311547	3
79920	476544	1486311393	1
79920	476544	1486311546	2
80810	1901289	1486028063	1
80810	1901289	1486028078	2
80880	292239	1486390172	1
80920	1255961	1486387973	1
81150	757623	1485879334	1
81200	45358	1485950723	3
81200	45358	1485950429	3
81200	45358	1485952929	1
81200	45358	1485950168	1
81200	45358	1485952933	3
81590	1092274	1486106477	1
81730	1463538	1486111860	1
81730	2169288	1486242949	1
81730	2169288	1486242870	1
81730	2169288	1486242900	1
82390	186983	1485894927	1
82390	1453587	1485870076	1
82390	1453587	1485878346	1
82390	1453587	1485870094	3
82390	2249027	1485944454	1
82390	831225	1485974218	1
82390	580570	1486015416	1
82390	150524	1486029041	1
82680	232752	1486143302	1
82680	484493	1485851290	1
83000	1685111	1485842862	1
83800	933697	1486147968	1
83800	691590	1485941892	1
85560	2106319	1485940578	2
86530	1651175	1485897383	1
87650	1613974	1485805202	1
87810	876784	1486402186	1
87810	1445275	1486402378	1
87810	775041	1486402526	1
88240	778456	1486136234	1
88240	1562904	1485880292	1
89080	997327	1485982482	1
89440	811994	1486104713	1
91390	95981	1485806588	1
91840	1625540	1485990025	1
91840	1625540	1485986349	1
92100	830925	1485879180	1
92100	830925	1485878656	1
93200	1944688	1485844747	1
93200	578001	1485835498	1
93200	578001	1485839983	1
93370	2317841	1486034926	1
93370	2317841	1486035391	1
93390	1369720	1485961298	1
93390	1369720	1486367575	1
93490	947349	1485791524	1
93490	947349	1485791735	2
93710	899425	1485770762	1
93710	899425	1485770829	2
94100	1287081	1486043147	1
95250	1269971	1485949577	1
95320	1702792	1485984689	1
96220	1139833	1486149261	1
96460	441636	1486025713	1
98440	197395	1486410678	1
99320	221264	1485968028	1
99760	1495098	1486325093	1
99760	434927	1485851080	1
100030	1846462	1485770705	1
100030	1846462	1485770852	1
100760	2230074	1485938690	1
100760	898138	1486328020	1
100760	1958628	1485935280	1
100760	1620509	1485879852	1
100760	1635220	1485860047	1
102310	834407	1486026327	1
102750	1792815	1486239478	1
103370	1694597	1485972557	1
103560	1118225	1485787472	1
103650	1285446	1486372992	1
104070	171227	1486107596	1
106200	2259289	1486043328	1
106200	1264275	1486321856	1
106340	1969551	1485953123	1
106560	2253016	1485954205	1
106990	1626008	1485860396	1
107590	1173380	1486042370	1
108070	357401	1485835243	1
108070	1047751	1485777006	1
108070	562163	1486317427	1
108070	2049726	1485941794	1
108070	4316	1486216561	1
108210	2334531	1485898932	1
108210	2334531	1485863097	1
108540	879896	1486137199	1
108540	1582389	1485849006	1
108720	1219413	1486100610	1
108790	185099	1485866252	1
109660	1178525	1485960949	1
110430	70513	1485867408	1
111820	19786	1485879052	1
112300	367133	1485952786	1
112300	214075	1486197371	1
112300	2247950	1486131420	1
112300	1522220	1486040128	1
112300	1522220	1486410870	1
113040	392679	1486395042	1
113040	1694463	1486208085	1
113040	2185597	1485848667	1
113180	1269967	1485966865	1
113180	1269967	1485966917	3
113180	667172	1485964486	1
113180	247390	1485805859	1
113750	1340984	1485797968	1
114910	161022	1486305819	1
114910	161022	1486230731	1
114910	161022	1486309337	3
114910	161022	1486231081	1
114910	161022	1485888006	1
114910	161022	1485848003	1
114910	942945	1485927796	1
114910	942945	1486116398	1
114910	942945	1485928148	1
115680	1546061	1485850041	1
115680	1306745	1485848491	1
115680	1887128	1485848457	1
115900	799461	1486200687	1
115900	799461	1486200734	1
117200	1649282	1485896444	1
117590	2135144	1485853390	1
118030	1553569	1485955109	1
118030	1553569	1485954926	1
118090	1027805	1486119050	1
118090	1728036	1485773010	1
118090	1642601	1485799279	1
118130	331634	1485852901	1
119270	697799	1485767101	1
119290	1031196	1486126144	1
120810	1276839	1486012739	1
120990	2332888	1486143021	1
121850	1349597	1486035121	1
122360	374365	1486116778	1
122410	222960	1486287756	1
122410	222960	1486367733	1
122490	1231706	1485854220	1
122490	1261599	1486333180	1
122490	2004029	1486103140	1
122490	1261599	1486333233	2
122490	759404	1486384172	1
123200	1743322	1485949932	1
123590	788206	1485862952	1
124390	1143838	1485981325	1
125340	1578329	1485894538	1
125610	1785488	1486393704	1
126320	1503464	1486243154	1
126320	1503464	1486243134	1
126320	148668	1486194408	1
126320	381656	1486289320	3
126320	381656	1486290381	3
126320	381656	1486289317	2
126320	381656	1486290379	1
126320	381656	1486289271	1
126380	887492	1485871818	1
127500	776032	1486195379	1
127600	702576	1486022191	1
127600	2067844	1485768631	1
127770	1632940	1486046290	1
127770	1632940	1486039340	1
127770	1632940	1486106864	1
127770	1632940	1486043229	1
127770	1632940	1486035597	1
127770	1632940	1486036819	2
128940	1201752	1486206003	1
128940	1201752	1486406560	1
129180	2115726	1486105851	1
129180	2110433	1486114872	1
129210	1580625	1485769847	1
129880	501601	1485813192	1
130500	19786	1485881145	1
131230	2180881	1486203594	1
131230	1451121	1486368642	1
131230	628881	1486307121	1
131230	2274451	1486367821	1
131230	2274451	1486368153	1
131230	145191	1486239292	1
131230	55679	1486403263	2
131230	944359	1486398130	2
131230	55679	1486403252	1
131230	944359	1486397985	1
131230	976175	1486282029	1
131230	266525	1486235107	1
131230	1676032	1486221663	1
131230	1869466	1486141213	1
131230	2324077	1486386291	1
131230	555787	1486387703	1
131230	555787	1486379068	1
131230	2285283	1486281477	1
131230	1414353	1486332192	1
131230	2285283	1486208846	1
131230	1445883	1486309243	1
131230	1926833	1486195155	1
131230	450608	1486322162	1
131230	1506528	1486379951	1
131230	1506528	1486379966	1
131230	2238198	1486312975	1
131230	1821138	1486247029	1
131230	2206904	1486130950	1
131230	392374	1486301506	1
131230	2106114	1486129751	1
131230	918984	1486130769	1
131230	317664	1486211484	1
131230	1365854	1486382218	1
131230	440940	1486317417	1
132080	1287865	1486402378	1
132080	1287865	1486402977	3
132080	1287865	1486402949	3
132080	1287865	1486402970	3
132080	1287865	1486402967	3
132080	1287865	1486411665	1
132270	45716	1486013782	1
132270	904158	1486361502	1
132270	1683881	1486031191	1
132270	1683881	1486032485	1
132270	1683881	1486031702	2
133120	1205226	1485768238	1
133550	1001591	1485851827	1
134830	1496100	1485856826	1
134830	1496100	1485854080	1
134830	767120	1485805694	1
135750	2339178	1486218916	1
135830	1702981	1486321694	1
135830	1702981	1486321677	1
135850	1398303	1486025114	1
136070	1329538	1485785353	1
136380	989666	1485850583	1
136740	210825	1486282095	3
136740	210825	1486280591	1
136900	578619	1485984910	1
137530	1658297	1485845928	1
137730	1437144	1485890945	1
137910	1796377	1485794110	1
138970	1111305	1485780606	1
139750	634287	1485866140	1
139790	718248	1485904400	1
143360	1521113	1485960443	1
143360	2204767	1486373974	1
143360	2094320	1486032809	1
143630	331134	1486208809	1
143820	1108039	1485801479	1
143820	1600463	1485777145	1
143820	2146588	1486059551	1
144610	1027100	1485768181	1
144610	1027100	1485768193	1
144610	810288	1485781916	1
144610	117557	1485808564	1
144610	2047537	1485853096	1
144610	117557	1485808584	1
144610	1310114	1485765095	1
144610	1310114	1485765103	2
145050	327986	1486394380	1
146270	1139833	1486148445	1
146970	794243	1486017656	1
146970	1485250	1485849486	1
147440	1641467	1486084782	1
147440	1641467	1486084864	1
149320	130207	1486022833	1
149320	1474839	1486023808	1
149440	84881	1485861569	1
149440	1154481	1485792771	1
149440	1902457	1485867789	1
149440	1274357	1485785810	1
149490	1384982	1485891663	1
149870	1491254	1486382572	1
149870	78317	1486195994	1
149870	78317	1486195996	2
149870	78317	1486203551	1
149870	78317	1486196572	1
150020	261482	1486289991	1
150020	261482	1486290094	2
150020	89628	1486219066	1
150020	2321095	1485913687	1
150090	1255989	1485854118	1
150090	93125	1485773760	1
150090	1178618	1485889810	2
150210	445255	1486376779	1
150990	621784	1485786916	1
153210	1277303	1485805140	1
153930	2323452	1485856236	1
153930	775219	1486415909	1
153930	1810904	1485796357	1
154150	1504944	1486061564	1
154280	2038166	1485935476	1
154280	1478656	1486414327	1
154330	551731	1486164227	1
154810	634287	1486029841	1
154810	634287	1486030483	2
154810	483325	1485979386	1
156080	573360	1485895309	1
157700	1171793	1485898850	1
158310	1205832	1486225860	1
158310	229763	1486145422	1
159620	2171859	1485769379	1
159660	1420239	1486124426	1
161170	1065622	1485785531	1
161590	2032707	1485840057	1
161590	569321	1485882312	1
161590	241380	1486310444	1
161590	241380	1486310580	3
161590	241380	1486310658	3
161590	546940	1486394580	1
161590	546940	1486394869	2
162040	810236	1486128327	1
162560	1616147	1485774521	1
163890	1029796	1485769357	1
166200	2202542	1486328159	1
167710	2294115	1485957119	1
167830	2239284	1486033491	1
168710	1810659	1486382658	1
169460	195980	1486382630	2
169460	195980	1485857778	1
169460	195980	1486382538	1
169460	195980	1485857859	3
169650	1155226	1485800420	1
169650	1199988	1485773726	1
169650	1141808	1485901457	1
169650	1199988	1485769437	1
169650	1199988	1485769257	1
169650	1199988	1485769087	1
169650	1199988	1485769099	2
169650	1199988	1485866135	1
169650	1199988	1485769117	1
169650	1199988	1485769204	1
169650	1199988	1485769299	1
169650	1199988	1485773777	1
169650	1199988	1485866142	3
169650	1199988	1485769986	1
169650	1199988	1485769241	1
169650	1199988	1485769353	1
169650	1199988	1485776410	1
173010	1659017	1485848753	1
173290	382962	1486297137	1
174350	944803	1486281271	1
174640	223414	1486215661	1
174940	1674852	1485984341	1
175290	2079635	1486226652	1
176380	2305086	1485957289	1
176380	2305086	1485957410	2
176380	2305086	1485957279	1
176380	2305086	1486032827	1
176380	2305086	1486032022	1
176380	2305086	1485957277	1
176380	2305086	1485957402	1
176380	2305086	1486032836	3
176380	1070929	1486317361	1
176410	1921020	1485894713	1
176820	1946717	1486042206	1
176980	1305131	1486130278	1
178280	590518	1486371026	1
179590	15777	1485965988	1
179870	671733	1486108737	1
179870	973076	1486108850	1
179870	973076	1486026274	1
179870	43118	1486379385	1
179870	173018	1486372103	1
179870	43118	1486368630	1
179870	857090	1486119181	1
181940	1106435	1485863744	1
182730	1870922	1485841589	1
182730	544798	1485942405	1
183130	266939	1485977699	1
184240	1384982	1485892164	1
185400	1974682	1486200012	1
185400	1974682	1486199969	1
187160	1108682	1486312323	1
188060	1004456	1486418423	1
188440	1520807	1486206059	1
188440	1363262	1485889567	1
188440	388638	1486287511	1
188800	2298788	1486321023	1
188890	1908812	1486122819	1
188890	1496266	1485923418	1
189130	2170394	1486280412	1
189130	2170394	1486280555	1
189490	1351623	1485808546	1
189490	1037533	1485807887	1
189490	1351623	1485808568	1
189490	1037533	1485807828	1
189980	1942295	1486412978	1
189980	1942295	1486388511	1
189980	867088	1486390015	1
190930	2165405	1486027229	1
190930	1226726	1486025962	1
192310	2277613	1485774504	1
192490	813134	1486221530	1
192590	445255	1485799275	1
193120	700125	1486379584	2
193120	309388	1486380622	1
193120	1420639	1486358032	1
193120	1420639	1486358033	1
193120	845322	1486219828	1
194860	1566229	1486398369	1
194860	1566229	1486149451	1
195050	1344641	1486155556	1
195250	1053830	1485903528	1
196030	1399814	1486371472	1
196030	1088348	1486381025	1
196030	1925593	1486023659	1
196030	875225	1486029133	1
196030	875225	1486029170	2
196030	1105415	1485983703	1
196030	574600	1485984893	1
197640	35880	1486393936	1
197940	662664	1485849561	1
197940	662664	1485849451	1
198200	1460778	1485871105	1
198260	2248491	1486035513	1
199210	734036	1485936075	1
199210	734036	1486381525	1
199210	394395	1486386653	1
199210	394395	1486222182	1
199210	394395	1486222144	1
199210	905780	1486200542	2
199210	1231700	1485892250	1
199250	1277303	1486149233	1
199250	1277303	1485979063	1
199250	1277303	1485888239	1
199710	35245	1486017447	2
199850	1678933	1486421250	1
200590	1401869	1485841160	1
200730	623768	1486373774	1
200730	839837	1486392628	3
200730	839837	1486392465	1
200760	1553584	1486107522	1
201290	2076102	1486150064	1
202940	1216387	1485853138	1
203440	2050955	1486031600	1
203440	2050955	1486031572	1
203470	650390	1486219303	1
204230	2327258	1486133156	3
204230	2327258	1486133007	1
204270	1413337	1485797244	1
204380	2323682	1486048998	1
204960	1266082	1486111303	1
204960	1110021	1485987151	1
204960	2212824	1486112612	1
205650	1010242	1485940006	2
205650	1010242	1485940012	1
205650	1010242	1485939963	1
205840	1143755	1486161709	1
206050	2102946	1485870270	1
207750	2262498	1485877720	1
209530	473542	1486114238	1
209970	1887128	1485848534	1
210460	75095	1485856488	1
210660	2160478	1485881248	1
210980	1633499	1485775855	1
210980	767542	1485772908	3
210980	767542	1485772890	1
211170	1898562	1486126940	1
211240	2164075	1486032649	1
211240	2164075	1486032675	2
212350	2028975	1485955772	1
213150	2160907	1486392971	1
213150	290269	1485855332	1
213150	290269	1485796213	1
213150	290269	1485852668	1
213150	290269	1485940531	1
213150	290269	1486403945	1
213150	290269	1485797496	2
214160	647781	1486243751	1
215110	1086516	1486115312	1
215850	1338075	1486378728	1
215850	1743814	1485796113	1
217020	377438	1486153823	1
217020	377438	1486153911	1
218870	1649282	1485896736	1
219330	312688	1485934353	1
219330	1163488	1485883708	1
219330	1625282	1486291120	2
219330	1625282	1486291157	3
219330	1625282	1486291116	1
219330	1625282	1486291129	3
219330	463407	1485864630	1
219330	2204743	1485766105	1
219540	2338352	1485892445	1
219540	776336	1485887715	1
219540	1708234	1485773157	1
219540	1708234	1486407394	1
219540	1708234	1485971338	1
219540	118020	1485795188	1
219540	1574020	1485860981	1
219660	110012	1485842594	1
220310	824346	1486367016	1
220310	683967	1486109509	1
220310	347600	1486137633	1
220310	347600	1486137651	2
221080	590618	1486205407	1
221080	590618	1486205488	2
221440	1963224	1486391814	1
223100	412335	1486027153	1
223100	1582314	1486203236	1
223100	1582314	1486203216	1
223100	1582314	1486203241	1
223690	1669595	1486232946	1
224430	817049	1486226243	1
225350	1967874	1486108523	1
225350	1967874	1485857518	1
225350	335656	1486227847	1
225350	1640778	1485895721	1
225350	586479	1485880435	1
225690	1737333	1486387207	1
226930	1626668	1485770104	1
226930	1253409	1485953193	2
226930	253219	1485856103	1
226930	1253409	1485953111	1
226930	1253409	1485954022	1
226930	1195376	1485937260	1
226930	1535223	1485805283	1
228630	1630898	1485869103	1
228630	1630898	1485871125	2
229210	1974460	1485892260	1
229210	1974460	1485892301	2
230200	2223837	1486144878	1
230200	552570	1486307745	1
231210	2132531	1486396259	1
231210	945282	1486039192	1
231670	296762	1485992420	1
233520	1500865	1486283159	1
233740	1705943	1486114970	1
233740	1705943	1486114948	1
234810	251026	1486354082	1
235430	1527676	1485854503	1
235430	2237361	1485864710	1
235430	118435	1486040905	1
235480	2195065	1486387804	1
235480	2195065	1486109105	1
235480	1276839	1486360290	1
235480	465963	1486312881	1
235480	465963	1486312908	1
235960	262881	1485806109	2
235960	262881	1485806057	1
236950	672609	1486039284	1
236950	672609	1486039365	1
237610	956593	1486241819	1
238310	917834	1485775837	1
238960	2321978	1485895551	1
239580	1878110	1486049011	1
239580	326098	1486417267	1
239580	1094656	1486281306	1
239960	1425822	1486122250	1
240430	301883	1486409936	1
242260	1602476	1485863141	1
243330	276997	1486358970	1
243800	1486956	1486279715	1
243800	1486956	1486279733	1
243990	1153514	1486361373	1
244100	1424965	1486302614	1
245660	1085867	1486212998	1
245740	2042936	1486135074	1
245740	1759160	1486027132	1
246070	2247023	1486031754	1
246070	2247023	1486101398	1
246070	2247023	1486031703	1
246070	2247023	1486226176	1
247300	1163750	1485944817	1
248110	1748583	1485950479	1
248450	1322877	1486206064	1
248450	1322877	1486206057	1
248450	1322877	1486206065	1
248450	1322877	1486225788	1
248450	267421	1486235981	1
248450	267421	1486236075	1
248810	1370389	1486122087	1
248810	2010050	1486144516	1
248810	1743814	1486121015	1
248810	1743814	1486297619	1
249140	1304402	1485764653	1
249140	288478	1486393999	1
249140	1565530	1486376715	1
249560	1062425	1486039466	1
249560	1062425	1486371133	1
250270	2195308	1485929576	1
250560	1052223	1485848726	1
250800	1255697	1485888774	1
252060	333372	1485935496	1
252060	402932	1485779950	1
252060	1917472	1486122897	1
252060	390753	1485809645	1
252060	1983473	1485774389	1
252060	1676723	1485851668	1
252060	2263949	1485803074	1
252060	1667134	1485952087	1
252060	1667134	1485858286	1
253190	876784	1486310698	1
253900	2127581	1485943935	1
255270	2043730	1485958489	1
255540	1395930	1485881931	1
256230	778262	1485766642	1
256530	1830535	1486368005	1
256530	1860104	1485903828	1
257110	311648	1485794202	1
257110	17447	1485797277	1
257110	1088969	1486367958	1
257520	704713	1485795654	1
257520	1614203	1486149069	1
257520	1614203	1486149143	1
258050	1449223	1485878591	1
258120	2335692	1486120935	1
258280	1718	1485769623	1
259220	1438328	1486402375	1
261010	1885122	1485955218	1
262830	575903	1485905784	3
262830	575903	1485905686	1
263000	2154589	1485958034	1
263060	43149	1486327534	1
263060	43149	1486281960	1
263480	534202	1485857863	1
263480	534202	1485858856	1
263500	916800	1485771439	1
263870	2330524	1486149571	3
263870	2330524	1486149554	1
264240	1792747	1485878201	1
264240	1792747	1485878173	1
264430	914380	1486193992	1
264430	914380	1485873585	1
265040	1595873	1486320739	3
265040	1595873	1486320610	1
265620	1733206	1485891668	1
265620	1734202	1485882077	1
265620	1734202	1485882015	1
265620	1523008	1485882337	1
265620	1342255	1485954343	1
265620	1200705	1486126470	1
265620	1748501	1485865186	1
265620	1865919	1485860518	1
265620	1163569	1485869901	1
265620	1865919	1485860610	2
265620	1163569	1485870133	3
265620	1578990	1485903359	1
265620	1578990	1486153695	1
267570	1833835	1486046617	1
267570	143981	1485991541	1
267570	489171	1486035256	1
267570	200263	1486006824	1
267570	1600949	1486215442	1
267570	1849057	1486021947	1
267820	1163068	1486126336	1
268890	1669595	1486232904	1
268890	1669595	1486226859	1
269050	2018325	1486219275	1
269180	1080393	1486139922	1
269450	1559615	1486194512	1
270060	1914266	1486366375	1
270730	1768012	1486226387	1
270800	2111578	1485801067	1
270800	2111578	1485801046	1
271940	2114416	1485954649	1
271990	864745	1485793071	1
271990	1848844	1485888210	1
273060	90691	1485849842	1
273060	90691	1485850745	2
273330	157432	1485787337	1
273330	157432	1485787294	1
273330	2142712	1485907257	1
273330	1963629	1486048707	1
273330	432164	1486396794	1
274720	1308960	1486309398	1
278080	2217223	1486393692	1
278570	1128441	1486240771	1
278960	414265	1486407425	1
278980	1287368	1486159759	1
279160	1799225	1486020821	1
279160	1799225	1486020782	1
279820	259777	1485941629	1
279820	1815627	1485844545	1
280530	798964	1486114411	1
280590	839447	1485787440	1
280590	2196668	1486129035	1
281210	1718	1485779261	1
283850	641612	1485896694	1
283900	122103	1486039747	1
283900	2344350	1486110291	1
284810	586191	1486413689	1
284810	586191	1486413691	1
284810	586191	1485797045	1
284810	586191	1486413693	1
284810	586191	1486413687	1
284810	1024862	1485772599	1
284810	1322912	1486403747	1
284810	1959305	1485959240	1
285720	613376	1485938955	1
286430	1654855	1485869022	1
286530	579646	1485851426	1
287350	93838	1485946427	1
287480	2187886	1486283648	1
288560	1542796	1485968560	1
288560	1542796	1485968527	1
288560	1594224	1485889084	3
288560	1594224	1485888882	1
288560	1594224	1485889143	3
288560	1594224	1485889081	2
288560	397680	1485958759	1
